images/sheep/head3_20m/IMG_6955,0,1144.446328,1299.48169,1173.111111
images/sheep/head3_20m/IMG_6956,0,1119.138537,1219.865795,1151.421512
images/sheep/head3_20m/IMG_6957,0,1137.702605,1255.158209,1179.283745
images/sheep/head3_20m/IMG_6958,0,1163.811518,1355.660326,1199.824859
images/sheep/head3_20m/IMG_6959,0,1135.093897,1272.475177,1138.858537
images/sheep/head3_20m/IMG_6960,0,1224.954545,1455.368217,1214.261905
images/sheep/head3_20m/IMG_6961,0,1322.045802,1740.223881,1337.488722
images/sheep/head3_20m/IMG_6962,0,1231.980296,1492.298507,1236.348259
images/sheep/head3_20m/IMG_6963,0,1240.614907,1497.475,1242.852564
images/sheep/head3_20m/IMG_6964,0,1272.988439,1597.313953,1277.150289
images/sheep/head3_20m/IMG_6965,0,1187.27907,1401.806818,1215.522222
images/sheep/head3_20m/IMG_6966,0,1238.628571,1523.101235,1254.071429
images/sheep/head3_20m/IMG_6967,0,1213.183486,1470.746341,1262.990099
images/sheep/head3_20m/IMG_6968,0,1269.539877,1607.788462,1286.310811
images/sheep/head3_20m/IMG_6969,0,1215.617647,1467.8,1230.208955
images/sheep/head3_20m/IMG_6971,0,1166.7,1307.823748,1158.858209
images/sheep/head3_20m/IMG_6973,0,1132.873239,1240,1124.453901
images/sheep/head3_20m/IMG_6974,0,1211.706767,1454.835088,1196.900662
images/sheep/head3_20m/IMG_6975,0,1160.93662,1335.522337,1196.230769
images/sheep/head3_20m/IMG_6976,0,1195.99278,1397.190141,1195.571429
images/sheep/head3_20m/IMG_6977,0,1155.671779,1302.151745,1155.365269
images/sheep/head3_20m/IMG_6978,0,1203.294372,1415.259023,1201.28692
images/sheep/head3_20m/IMG_6979,0,1204.930818,1399.353125,1205
images/sheep/head3_20m/IMG_6980,0,1183.785714,1353.659164,1182.773585
images/sheep/head3_20m/IMG_6981,0,1262.373626,1521.282609,1234.472527
images/sheep/head3_20m/IMG_6982,0,1287.069767,1552.106145,1239.351064
images/sheep/head3_20m/IMG_6983,0,1241.75,1476.171429,1207.979592
images/sheep/head3_20m/IMG_6984,0,1272.987013,1549.883871,1240.166667
images/sheep/head3_20m/IMG_6985,0,1136.40566,1239.197183,1121.511848
images/sheep/head3_20m/IMG_6986,0,1271.368421,1547.71223,1244.16129
images/sheep/head3_20m/IMG_6987,0,1269.806452,1517.442748,1211.371429
images/sheep/head3_20m/IMG_6988,0,1314.285714,1641.871795,1243.435484
images/sheep/head3_20m/IMG_6989,0,1259.308824,1509.496503,1212.253333
images/cow/IMG_6562,1,1648.673684,2221.748705,1567.396907
images/cow/IMG_6561,1,1720.927673,2454.7392,1633.055195
images/cow/IMG_6560,1,1908.128472,2826.139373,1761.250883
images/cow/IMG_6557,1,1958.288462,2804.392613,1667.748619
images/cow/IMG_6556,1,1892.069959,2654.057203,1595.711207
images/cow/IMG_6555,1,1800.169916,2526.871245,1566.991329
images/cow/IMG_6554,1,1958.770701,2901.334959,1729.221122
images/cow/IMG_6553,1,2074.132075,3086.750473,1788.263359
images/cow/IMG_6551,1,1606.085366,2152.497076,1795.511628
images/cow/IMG_6550,1,2054.226744,3073.14,1795.352273
images/cow/IMG_6549,1,1917.53211,2753.283308,1657.93921
images/cow/IMG_6548,1,1895.365854,2675.513761,1638.737654
images/cow/IMG_6547,1,1546.852273,2073.395604,1747.76087
images/cow/IMG_6546,1,1781.283333,2538.731302,1597.027624
images/cow/IMG_6544,1,1833.99322,2652.516892,1764.99322
images/cow/IMG_6543,1,1851.393082,2699.284144,1776.394984
images/cow/IMG_6542,1,1905.925532,2796.649466,1795.25
images/cow/IMG_6540,1,1791.261194,2572.975379,1723.768061
images/cow/IMG_6539,1,1903.986301,2793.480409,1820.676667
images/cow/IMG_6538,1,1763.684455,2469.714286,1562.027842
images/cow/IMG_6537,1,2232.292135,3273.346369,1814.174157
images/cow/IMG_6536,1,2184.629213,3177.13229,1793.466472
images/cow/IMG_6535,1,1472.33,1959.688776,1640.353535
images/cow/IMG_6534,1,1616.426966,2194.282486,1791.632184
images/cow/IMG_6533,1,1916.214286,2841.502304,1793.369159
images/cow/IMG_6532,1,2042.942584,3082.221698,1858.449074
images/cow/IMG_6531,1,2138.843972,2880.946996,1623.314286
images/cow/IMG_6530,1,2089.536524,3008.520513,1723.822622
images/cow/IMG_6529,1,2280.469453,3278.737179,1799.75082
images/cow/IMG_6528,1,2172.573684,3142.717507,1768.075269
images/cow/IMG_6527,1,2018.027548,2850.131579,1657.414835
images/cow/IMG_6526,1,1962.348148,2777.562654,1639.423267
images/cow/IMG_6525,1,1522.583333,1988.02008,1665.992308
images/cow/IMG_6524,1,1518.870229,2026.023346,1709.063492
images/possum/IMG_5502,3,1970.246269,2173.346442,1522.659259
images/possum/IMG_5517,3,1882.051502,2045.246725,1340.265487
images/possum/IMG_5518,3,1930.284444,2212.61674,1381.137931
images/possum/IMG_5519,3,1921.925581,2257.045402,1439.799087
images/possum/IMG_5526,3,3203.425532,3801.935484,2015.652174
images/possum/IMG_5530,3,1745.685484,2177.701961,1642.101563
images/possum/IMG_5596,3,1800.9,2200.828697,2357
images/possum/IMG_5600,3,3964.880412,5510.154088,4749.736052
images/possum/IMG_5601,3,3148.51246,4096.891667,3290.875354
images/possum/IMG_5602,3,1990.655172,2379.612903,1689.441176
images/possum/IMG_5603,3,2559.518519,3442.379391,2587.334884
images/possum/IMG_5604,3,2864.172515,3805.0131,3239.801749
images/possum/IMG_5605,3,3033.46988,3989.286585,3310.609907
images/possum/IMG_5606,3,3211.78806,4214.758209,3401.678571
images/possum/IMG_5607,3,2989.002833,3849.282401,3108.905914
images/possum/IMG_5608,3,2434.713881,3064.679325,2507.115493
images/possum/IMG_5609,3,2899.506452,3629.614035,2857.209375
images/possum/IMG_5612,3,1183.890909,1233.405556,1145.200743
images/possum/IMG_5613,3,1232.481605,1280.996627,1171.85034
images/possum/IMG_5615,3,1370.390476,1484.614308,1255.56535
images/possum/IMG_5616,3,1370.901754,1497.677249,1265.284698
images/possum/IMG_5617,3,1361.296188,1481.937593,1256.492669
images/possum/IMG_5635,3,1709.931034,1650.037037,1233.32
images/possum/IMG_5636,3,1700.971429,1668.342466,1226.05
images/possum/IMG_5637,3,1742.764706,1751.134021,1352.234043
images/possum/IMG_5638,3,1814.473214,1903.915929,1420.183486
images/possum/IMG_5639,3,1542.263889,1623.503497,1340.465753
images/possum/IMG_5648,3,1491.443642,1676.887365,1268.735465
images/possum/IMG_5649,3,1608.014286,1833.359136,1325.560579
images/possum/IMG_5650,3,1336.560748,1366.140909,1142.460177
images/possum/IMG_5653,3,1368.15534,1666.8867,1443.48366
images/possum/IMG_5654,3,2354.483721,2727.738318,1809.250575
images/possum/IMG_5656,3,1872.010638,2466.947644,2130.748744
images/possum/IMG_5655,3,2561.126365,2999.043512,2006.065116
images/possum/IMG_5657,3,2021.727689,2799.717068,2040.881944
images/possum/IMG_5658,3,4252.286624,5793.560127,4268.097252
images/possum/IMG_5659,3,4332.15993,5493.120281,3732.040564
images/possum/IMG_5660,3,3012.649083,3835.734266,2787.233645
images/possum/IMG_5666,3,3129.046512,4454.408019,2978.408451
images/possum/IMG_5667,3,3028.5,4338.192513,2966.026738
images/possum/IMG_5668,3,2659.111111,3677.919881,2398.48538
images/possum/IMG_5669,3,3753.848168,5390.050761,3367.3
images/possum/IMG_5680,3,1311.366013,1350.006803,1141.41844
images/possum/IMG_5681,3,1315.846154,1323.376471,1123.301587
images/possum/IMG_5685,3,2255.819444,2557.112662,1522.73506
images/possum/IMG_5686,3,1663.291411,1838.783826,1298.021944
images/possum/IMG_5688,3,1672.81323,1810.537109,1257.150579
images/sheep/head1_20m/IMG_6855,0,1407.9455782312925,1731.3762711864406,1306.0939597315437
images/sheep/head1_20m/IMG_6856,0,1436.0838323353294,1795.3573573573574,1333.1575757575758
